場所,R,馬番,馬名,種牡馬名,種牡馬妙味度_1,種牡馬妙味度_2,種牡馬妙味度_3,種牡馬妙味度_4,種牡馬妙味度_5,種牡馬妙味度_6,種牡馬妙味度_7,種牡馬妙味度_8,種牡馬妙味度,種牡馬妙味度順位
札幌,1,1,ミアエッテ,シルバーステート,95.0,92.0,104.0,96.0,97.0,99.0,,,97.167,6.0
札幌,1,2,ショウサンカナヲ,サートゥルナーリア,116.0,101.0,94.0,97.0,105.0,96.0,88.0,113.0,101.25,2.0
札幌,1,3,コルテオソレイユ,ウインブライト,160.0,107.0,97.0,100.0,102.0,99.0,111.0,59.0,104.375,1.0
札幌,1,4,マルモリラピダス,サトノクラウン,82.0,86.0,94.0,92.0,99.0,95.0,,,91.333,7.0
札幌,1,5,チェイサー,レイデオロ,92.0,100.0,96.0,109.0,102.0,91.0,100.0,90.0,97.5,4.0
札幌,1,6,サザンテイオー,シルバーステート,95.0,92.0,104.0,96.0,97.0,99.0,95.0,102.0,97.5,4.0
札幌,1,7,グロリアスマーチ,モーリス,96.0,100.0,99.0,98.0,97.0,98.0,96.0,99.0,97.875,3.0
札幌,1,8,コロッセウム,ポエティックフレア,,,,,,,,,,
札幌,2,1,ハイライトニング,リアルスティール,97.0,113.0,105.0,109.0,103.0,104.0,95.0,105.0,103.875,5.0
札幌,2,2,コレデヨカロウ,グレーターロンドン,65.0,114.0,117.0,139.0,121.0,119.0,,,112.5,2.0
札幌,2,3,マリノリュミエール,ノーブルミッション,,,,,,,,,,
札幌,2,4,アッカン,ホークビル,66.0,105.0,99.0,72.0,105.0,90.0,115.0,161.0,101.625,7.0
札幌,2,5,サントルドパリ,シスキン,123.0,95.0,135.0,135.0,107.0,185.0,70.0,,121.429,1.0
札幌,2,6,コスモナエマ,ダノンバラード,127.0,100.0,107.0,120.0,104.0,103.0,,,110.167,3.0
札幌,2,7,フクチャンブラック,キタサンブラック,118.0,106.0,99.0,105.0,101.0,103.0,,,105.333,4.0
札幌,2,8,ウンボイクザーム,アメリカンペイトリオット,78.0,99.0,107.0,103.0,102.0,106.0,,,99.167,8.0
札幌,2,9,ワラビガミ,リアルスティール,97.0,113.0,105.0,109.0,103.0,104.0,95.0,105.0,103.875,5.0
札幌,2,10,シデンイッセン,エイシンフラッシュ,76.0,94.0,83.0,75.0,90.0,86.0,,,84.0,9.0
札幌,3,1,キタノホウセキ,ロジャーバローズ,90.0,89.0,96.0,97.0,89.0,81.0,,,90.333,14.0
札幌,3,2,アンタンシオン,ワールドエース,105.0,92.0,93.0,92.0,90.0,86.0,,,93.0,12.0
札幌,3,3,メルシーボクアスク,シルバーステート,95.0,92.0,77.0,98.0,97.0,99.0,96.0,87.0,92.625,13.0
札幌,3,4,ビスケットマリー,マインドユアビスケッツ,117.0,99.0,93.0,90.0,93.0,93.0,,,97.5,9.0
札幌,3,5,ピンクパラダイス,マクフィ,96.0,98.0,99.0,93.0,102.0,100.0,,,98.0,8.0
札幌,3,6,メレサンク,ドレフォン,115.0,107.0,107.0,105.0,105.0,104.0,,,107.167,5.0
札幌,3,7,カワキタホクレア,サトノダイヤモンド,121.0,108.0,100.0,97.0,99.0,98.0,,,103.833,6.0
札幌,3,8,ハイラブソング,ホッコータルマエ,133.0,105.0,102.0,106.0,100.0,98.0,,,107.333,4.0
札幌,3,9,ハローエンジェル,レイデオロ,92.0,100.0,98.0,89.0,95.0,91.0,,,94.167,10.0
札幌,3,10,カスバートテソーロ,ゴールドアクター,158.0,114.0,96.0,113.0,122.0,114.0,,,119.5,2.0
札幌,3,11,リポジノ,モズアスコット,174.0,109.0,117.0,146.0,117.0,,,,132.6,1.0
札幌,3,12,メイショウアキカゼ,ダノンレジェンド,97.0,102.0,116.0,110.0,113.0,114.0,105.0,114.0,108.875,3.0
札幌,3,13,エピファランド,エピファネイア,95.0,96.0,88.0,94.0,97.0,93.0,95.0,91.0,93.625,11.0
札幌,3,14,テーオーカバリエ,ブリックスアンドモルタル,124.0,98.0,94.0,103.0,104.0,97.0,91.0,105.0,102.0,7.0
札幌,4,1,ホウオウライダイ,ダイワメジャー,90.0,94.0,98.0,96.0,97.0,96.0,99.0,112.0,97.75,12.0
札幌,4,2,アイスヴィレッジ,ブリックスアンドモルタル,124.0,98.0,104.0,103.0,100.0,97.0,,,104.333,4.0
札幌,4,3,セガンティーニ,ビッグアーサー,84.0,88.0,100.0,89.0,96.0,96.0,,,92.167,14.0
札幌,4,4,サマースピリット,Invincible Spirit,146.0,84.0,102.0,80.0,100.0,94.0,,,101.0,9.0
札幌,4,5,モモイロカタオモイ,ミスターメロディ,21.0,96.0,121.0,98.0,91.0,114.0,127.0,,95.429,13.0
札幌,4,6,スカイダイバー,フォーウィールドライブ,123.0,117.0,132.0,133.0,113.0,122.0,75.0,,116.429,2.0
札幌,4,7,ピースオブライツ,ラブリーデイ,125.0,98.0,108.0,98.0,95.0,100.0,,,104.0,5.0
札幌,4,8,タイヨウノキセツ,リオンディーズ,92.0,94.0,98.0,92.0,97.0,102.0,103.0,106.0,98.0,11.0
札幌,4,9,ライラックダンサー,サートゥルナーリア,116.0,101.0,94.0,105.0,96.0,,,,102.4,7.0
札幌,4,10,グリフォン,サートゥルナーリア,116.0,101.0,94.0,105.0,96.0,,,,102.4,7.0
札幌,4,11,シャオシンユン,イスラボニータ,90.0,103.0,113.0,103.0,107.0,102.0,,,103.0,6.0
札幌,4,12,ベルヴィヴァン,アドマイヤマーズ,21.0,95.0,95.0,104.0,116.0,,,,86.2,15.0
札幌,4,13,ジョーブラック,キタサンブラック,118.0,106.0,99.0,97.0,104.0,103.0,,,104.5,3.0
札幌,4,14,リーサイェイ,ミッキーアイル,92.0,103.0,107.0,97.0,102.0,103.0,,,100.667,10.0
札幌,4,15,アメリータ,アルアイン,67.0,82.0,88.0,81.0,88.0,88.0,74.0,88.0,82.0,16.0
札幌,4,16,テーオーリップマン,モズアスコット,174.0,109.0,117.0,109.0,117.0,98.0,225.0,,135.571,1.0
札幌,5,1,ベレーザフィン,レイデオロ,92.0,100.0,98.0,89.0,95.0,91.0,100.0,92.0,94.625,10.0
札幌,5,2,ジーティーファラオ,American Pharoah,142.0,113.0,105.0,104.0,94.0,103.0,,,110.167,3.0
札幌,5,3,キャットデイ,Mitole,,,,,,,,,,
札幌,5,4,リドルトリガー,American Pharoah,142.0,113.0,105.0,104.0,94.0,103.0,,,110.167,3.0
札幌,5,5,エンジョイドライブ,フォーウィールドライブ,123.0,117.0,116.0,79.0,113.0,,,,109.6,5.0
札幌,5,6,ブレスドナイル,Gun Runner,77.0,119.0,106.0,107.0,100.0,104.0,129.0,118.0,107.5,6.0
札幌,5,7,エンドレスバンカー,エピファネイア,95.0,96.0,88.0,94.0,97.0,93.0,,,93.833,12.0
札幌,5,8,ドゥラエテルノ,ドゥラメンテ,111.0,97.0,95.0,98.0,98.0,99.0,96.0,92.0,98.25,9.0
札幌,5,9,タマモスノーダンス,サンダースノー,93.0,112.0,116.0,115.0,106.0,114.0,159.0,140.0,119.375,1.0
札幌,5,10,アシャカルーク,シニスターミニスター,113.0,123.0,115.0,116.0,118.0,119.0,,,117.333,2.0
札幌,5,11,ホウオウハナビ,エピファネイア,95.0,96.0,88.0,94.0,97.0,93.0,,,93.833,12.0
札幌,5,12,ハルフロンティア,レイデオロ,92.0,100.0,98.0,89.0,95.0,91.0,,,94.167,11.0
札幌,5,13,ホウオウサムレット,ブリックスアンドモルタル,124.0,98.0,94.0,103.0,104.0,97.0,,,103.333,7.0
札幌,5,14,ボールドハーテッド,マジェスティックウォリアー,109.0,91.0,103.0,105.0,104.0,105.0,,,102.833,8.0
札幌,6,1,ラブミーナッソー,コパノリッキー,52.0,92.0,94.0,91.0,91.0,96.0,,,86.0,10.0
札幌,6,2,シャインミラカナ,アルアイン,67.0,112.0,84.0,81.0,88.0,88.0,74.0,57.0,81.375,11.0
札幌,6,3,スイッチオン,マジェスティックウォリアー,109.0,111.0,103.0,96.0,100.0,105.0,,,104.0,5.0
札幌,6,4,ハヤテノツバサ,マジェスティックウォリアー,109.0,111.0,103.0,105.0,100.0,105.0,,,105.5,4.0
札幌,6,5,ペレグリン,バンブーエール,70.0,108.0,123.0,33.0,136.0,133.0,,,100.5,7.0
札幌,6,6,キボウノホシ,ロードカナロア,101.0,99.0,100.0,102.0,102.0,96.0,112.0,94.0,100.75,6.0
札幌,6,7,ミッキースピナッチ,ミッキーアイル,92.0,104.0,97.0,101.0,102.0,103.0,,,99.833,9.0
札幌,6,8,サードウインド,Dandy Man,,,,,,,,,,
札幌,6,9,ブルーデイジー,ディスクリートキャット,110.0,103.0,101.0,122.0,109.0,106.0,,,108.5,2.0
札幌,6,10,アルマロクザン,ドレフォン,115.0,105.0,107.0,109.0,103.0,104.0,110.0,107.0,107.5,3.0
札幌,6,11,ライヴドライバー,フォーウィールドライブ,123.0,426.0,116.0,133.0,113.0,125.0,68.0,,157.714,1.0
札幌,6,12,ナンヨークリスタル,ロードカナロア,101.0,99.0,100.0,102.0,102.0,96.0,,,100.0,8.0
札幌,7,1,スマイルラッシュ,ブラックタイド,63.0,94.0,93.0,101.0,103.0,102.0,99.0,95.0,93.75,10.0
札幌,7,2,ルージュカエラ,レイデオロ,92.0,99.0,96.0,95.0,91.0,,,,94.6,9.0
札幌,7,3,グランヴァルール,リアルスティール,97.0,102.0,105.0,110.0,103.0,104.0,95.0,105.0,102.625,4.0
札幌,7,4,アルマグラース,スワーヴリチャード,90.0,103.0,97.0,94.0,105.0,92.0,98.0,98.0,97.125,7.0
札幌,7,5,チャイボーグ,シャンハイボビー,24.0,94.0,91.0,86.0,94.0,104.0,,,82.167,12.0
札幌,7,6,ダイヤモンドレイン,サトノダイヤモンド,121.0,95.0,97.0,100.0,99.0,98.0,113.0,103.0,103.25,3.0
札幌,7,7,コンバットペスカ,デクラレーションオブウォー,124.0,97.0,103.0,73.0,95.0,100.0,,,98.667,6.0
札幌,7,8,イズジョーノヒカリ,ミッキーグローリー,21.0,163.0,80.0,77.0,65.0,,,,81.2,13.0
札幌,7,9,イリスレーン,ハーツクライ,103.0,96.0,93.0,95.0,95.0,94.0,,,96.0,8.0
札幌,7,10,エイトスターズ,ジャスタウェイ,126.0,101.0,99.0,103.0,99.0,102.0,,,105.0,2.0
札幌,7,11,トゥルブレンツ,サトノダイヤモンド,121.0,95.0,97.0,99.0,98.0,,,,102.0,5.0
札幌,7,12,マルカシャルマン,ノヴェリスト,125.0,114.0,105.0,109.0,101.0,102.0,104.0,115.0,109.375,1.0
札幌,7,13,ニシノエピカリ,フィエールマン,118.0,21.0,111.0,114.0,103.0,,,,93.4,11.0
札幌,8,1,ルブリアン,シルバーステート,95.0,96.0,104.0,98.0,97.0,99.0,,,98.167,13.0
札幌,8,2,スピニングマーリン,サクラオリオン,,,,,,,,,,
札幌,8,3,カウンターセブン,ロジャーバローズ,90.0,101.0,96.0,97.0,105.0,81.0,91.0,126.0,98.375,12.0
札幌,8,4,ショウナンマリーナ,リアルスティール,97.0,102.0,105.0,110.0,112.0,104.0,106.0,105.0,105.125,5.0
札幌,8,5,オイランブチ,タワーオブロンドン,155.0,72.0,108.0,102.0,98.0,,,,107.0,2.0
札幌,8,6,ウインアリス,サンダースノー,93.0,117.0,85.0,114.0,114.0,159.0,135.0,,116.714,1.0
札幌,8,7,オーケーダイナ,Saxon Warrior,99.0,123.0,103.0,92.0,96.0,94.0,,,101.167,8.0
札幌,8,8,ジーティーエンジン,リアルスティール,97.0,102.0,105.0,110.0,112.0,104.0,95.0,105.0,103.75,6.0
札幌,8,9,ヒラボクカレラ,モーリス,96.0,95.0,99.0,99.0,97.0,98.0,,,97.333,14.0
札幌,8,10,セゾンデフィーユ,ダイワメジャー,90.0,97.0,98.0,96.0,97.0,96.0,,,95.667,15.0
札幌,8,11,ストレイトアスク,ロードカナロア,101.0,99.0,98.0,104.0,102.0,96.0,,,100.0,9.0
札幌,8,12,クレセントウイング,ロードカナロア,101.0,99.0,98.0,102.0,102.0,96.0,,,99.667,11.0
札幌,8,13,ルージュレベッカ,キズナ,98.0,105.0,105.0,103.0,99.0,104.0,,,102.333,7.0
札幌,8,14,スネーフリンガ,サンダースノー,93.0,117.0,85.0,115.0,114.0,114.0,,,106.333,3.0
札幌,8,15,ブルーアイドガール,キタサンブラック,118.0,103.0,99.0,105.0,104.0,103.0,,,105.333,4.0
札幌,8,16,ジャグアール,ハービンジャー,110.0,97.0,101.0,100.0,102.0,104.0,87.0,97.0,99.75,10.0
札幌,9,1,アイウィル,ドレフォン,115.0,105.0,107.0,106.0,105.0,104.0,,,107.0,4.0
札幌,9,2,エイブラムス,フリオーソ,144.0,101.0,101.0,93.0,93.0,99.0,,,105.167,6.0
札幌,9,3,メジャーデビュー,ガルボ,,,,,,,,,,
札幌,9,4,トーセンサウダージ,トーセンホマレボシ,,,,,,,,,,
札幌,9,5,オンザスクエア,Vekoma,,,,,,,,,,
札幌,9,6,メイショウタムシバ,ダノンレジェンド,97.0,110.0,116.0,118.0,113.0,114.0,,,111.333,2.0
札幌,9,7,ブルーペクトライト,サトノダイヤモンド,121.0,95.0,100.0,99.0,98.0,113.0,91.0,,102.429,8.0
札幌,9,8,アースイオス,ジャスタウェイ,126.0,101.0,103.0,106.0,99.0,102.0,,,106.167,5.0
札幌,9,9,サヴァビアン,カレンブラックヒル,76.0,104.0,107.0,82.0,102.0,102.0,,,95.5,10.0
札幌,9,10,エンプレスフレーム,カリフォルニアクローム,84.0,106.0,105.0,104.0,100.0,105.0,,,100.667,9.0
札幌,9,11,トゥルブレンシア,フリオーソ,144.0,101.0,101.0,111.0,93.0,99.0,,,108.167,3.0
札幌,9,12,クリノグローリー,ラブリーデイ,125.0,90.0,91.0,111.0,103.0,100.0,,,103.333,7.0
札幌,9,13,チュウワクリスエス,ルヴァンスレーヴ,295.0,21.0,106.0,114.0,133.0,,,,133.8,1.0
札幌,9,14,ワンダーカモン,ワールドエース,105.0,91.0,93.0,92.0,90.0,86.0,,,92.833,11.0
札幌,10,1,コスモアンソロジー,ダノンバラード,127.0,97.0,107.0,98.0,104.0,103.0,,,106.0,3.0
札幌,10,2,セイウンガレオン,ドゥラメンテ,111.0,96.0,99.0,89.0,98.0,99.0,98.0,103.0,99.125,10.0
札幌,10,3,ドゥカート,レイデオロ,92.0,99.0,96.0,89.0,95.0,91.0,,,93.667,13.0
札幌,10,4,ルクスジニア,キズナ,98.0,105.0,105.0,104.0,105.0,104.0,,,103.5,4.0
札幌,10,5,ショウナンバルドル,ブリックスアンドモルタル,124.0,116.0,104.0,103.0,104.0,97.0,,,108.0,2.0
