pattern,threshold,filtered_records,win_recovery_rate,place_recovery_rate,total_win_payout,total_place_payout
パターンA,30,34,110.00000000000001,165.58823529411762,3740.0,5630.0
パターンA,31,32,95.9375,168.75,3070.0,5400.0
パターンA,32,28,109.64285714285715,166.07142857142858,3070.0,4650.0
パターンA,33,24,127.91666666666666,189.16666666666666,3070.0,4540.0
パターンA,34,19,106.3157894736842,185.26315789473685,2020.0,3520.0
パターンA,35,16,115.625,213.125,1850.0,3410.0
パターンA,36,13,37.69230769230769,225.3846153846154,490.0,2930.0
パターンA,37,13,37.69230769230769,225.3846153846154,490.0,2930.0
パターンA,38,12,40.833333333333336,244.16666666666669,490.0,2930.0
パターンA,39,10,49.0,293.0,490.0,2930.0
パターンA,40,9,54.44444444444444,53.333333333333336,490.0,480.0
パターンA,41,8,0.0,43.75,0.0,350.0
パターンA,42,7,0.0,30.0,0.0,210.0
パターンA,43,5,0.0,42.0,0.0,210.0
パターンA,44,3,0.0,70.0,0.0,210.0
パターンA,45,3,0.0,70.0,0.0,210.0
パターンA,46,3,0.0,70.0,0.0,210.0
パターンA,47,2,0.0,105.0,0.0,210.0
パターンA,48,1,0.0,0.0,0.0,0.0
パターンA,49,1,0.0,0.0,0.0,0.0
パターンA,50,1,0.0,0.0,0.0,0.0
パターンB,1,1668,82.04436450839329,78.57314148681056,136850.0,131060.0
パターンB,2,1421,86.00281491907108,80.73891625615764,122210.0,114730.0
パターンB,3,1224,90.65359477124183,84.97549019607843,110960.0,104010.0
パターンB,4,1045,96.56459330143541,86.33492822966508,100910.0,90220.0
パターンB,5,884,99.41176470588235,84.28733031674209,87880.0,74510.0
パターンB,6,744,96.06182795698925,78.31989247311827,71470.0,58270.0
パターンB,7,613,108.74388254486134,78.69494290375204,66660.0,48240.0
パターンB,8,520,110.03846153846153,83.73076923076923,57220.0,43540.0
パターンB,9,413,102.13075060532688,84.14043583535108,42180.0,34750.0
パターンB,10,335,106.26865671641792,79.82089552238806,35600.0,26740.0
パターンB,11,272,118.8970588235294,74.96323529411765,32340.0,20390.0
パターンB,12,229,111.79039301310043,71.7467248908297,25600.0,16430.0
パターンB,13,191,112.30366492146598,74.13612565445025,21450.0,14160.0
パターンB,14,160,127.6875,76.5625,20430.0,12250.0
パターンB,15,131,153.3587786259542,78.16793893129771,20090.0,10240.0
パターンB,16,111,167.38738738738738,76.48648648648648,18580.0,8490.0
パターンB,17,86,27.325581395348834,61.86046511627907,2350.0,5320.0
パターンB,18,73,32.19178082191781,61.09589041095891,2350.0,4460.0
パターンB,19,62,37.903225806451616,71.93548387096774,2350.0,4460.0
パターンB,20,56,41.964285714285715,72.14285714285714,2350.0,4040.0
パターンB,21,49,47.95918367346938,60.204081632653065,2350.0,2950.0
パターンB,22,44,53.40909090909091,53.40909090909091,2350.0,2350.0
パターンB,23,39,60.256410256410255,60.256410256410255,2350.0,2350.0
パターンB,24,35,60.857142857142854,52.28571428571429,2130.0,1830.0
パターンB,25,31,40.64516129032258,46.45161290322581,1260.0,1440.0
パターンB,26,30,42.0,48.0,1260.0,1440.0
パターンB,27,28,45.0,47.5,1260.0,1330.0
パターンB,28,27,46.666666666666664,49.25925925925926,1260.0,1330.0
パターンB,29,18,0.0,27.77777777777778,0.0,500.0
パターンB,30,14,0.0,35.714285714285715,0.0,500.0
パターンB,31,12,0.0,41.66666666666667,0.0,500.0
パターンB,32,9,0.0,40.0,0.0,360.0
パターンB,33,7,0.0,31.428571428571427,0.0,220.0
パターンB,34,6,0.0,36.666666666666664,0.0,220.0
パターンB,35,5,0.0,44.0,0.0,220.0
パターンB,36,3,0.0,73.33333333333333,0.0,220.0
パターンB,37,3,0.0,73.33333333333333,0.0,220.0
パターンB,38,3,0.0,73.33333333333333,0.0,220.0
パターンB,39,2,0.0,110.00000000000001,0.0,220.0
パターンB,40,2,0.0,110.00000000000001,0.0,220.0
パターンB,41,2,0.0,110.00000000000001,0.0,220.0
パターンB,42,1,0.0,0.0,0.0,0.0
パターンB,43,1,0.0,0.0,0.0,0.0
パターンB,44,1,0.0,0.0,0.0,0.0
パターンB,45,1,0.0,0.0,0.0,0.0
パターンB,46,1,0.0,0.0,0.0,0.0
パターンB,47,1,0.0,0.0,0.0,0.0
パターンB,48,1,0.0,0.0,0.0,0.0
パターンB,49,1,0.0,0.0,0.0,0.0
