場所,R,馬番,馬名,調教師名,調教師妙味度_1,調教師妙味度_2,調教師妙味度_3,調教師妙味度_4,調教師妙味度_5,調教師妙味度_6,調教師妙味度_7,調教師妙味度_8,調教師妙味度,調教師妙味度順位
福島,1,1,ラヴスティンガー,牧田和弥,63.0,94.0,99.0,92.0,100.0,87.0,,,89.167,13.0
福島,1,2,リッスンクロース,林徹　　,83.0,95.0,94.0,99.0,102.0,98.0,,,95.167,10.0
福島,1,3,ベルジャッド,高柳大輔,111.0,105.0,107.0,106.0,102.0,107.0,103.0,,105.857,4.0
福島,1,4,マンノミューズ,角田晃一,121.0,104.0,102.0,109.0,107.0,100.0,98.0,,105.857,4.0
福島,1,5,サーフプラチナム,古賀慎明,92.0,109.0,93.0,105.0,97.0,96.0,,,98.667,7.0
福島,1,6,キタノマーシャル,奥平雅士,114.0,97.0,97.0,95.0,102.0,112.0,,,102.833,6.0
福島,1,7,ノメンターノ,武市康男,86.0,82.0,84.0,88.0,96.0,88.0,,,87.333,14.0
福島,1,8,リックメイン,武井亮　,116.0,109.0,110.0,105.0,104.0,106.0,,,108.333,2.0
福島,1,9,シルヴァーレディ,矢野英一,68.0,96.0,92.0,94.0,77.0,88.0,,,85.833,15.0
福島,1,10,エピックサイクル,新開幸一,115.0,97.0,95.0,89.0,94.0,96.0,,,97.667,9.0
福島,1,11,ベルチュガダン,矢嶋大樹,44.0,117.0,82.0,148.0,71.0,86.0,,,91.333,12.0
福島,1,12,キミオモウハナ,杉山佳明,108.0,112.0,111.0,104.0,109.0,106.0,,,108.333,2.0
福島,1,13,クリムゾンボタン,小手川準,104.0,98.0,106.0,90.0,93.0,94.0,101.0,,98.0,8.0
福島,1,14,ディザーヴユー,吉村圭司,131.0,100.0,108.0,107.0,96.0,110.0,,,108.667,1.0
福島,1,15,カスバートテソーロ,畠山吉宏,80.0,97.0,103.0,96.0,105.0,97.0,80.0,,94.0,11.0
福島,2,1,ワンダーレジット,斎藤誠　,95.0,109.0,103.0,103.0,109.0,101.0,,,103.333,5.0
福島,2,2,サヨノミッキー,羽月友彦,131.0,101.0,100.0,98.0,96.0,100.0,,,104.333,4.0
福島,2,3,ロゴモコ,小野次郎,81.0,96.0,96.0,113.0,100.0,110.0,102.0,,99.714,11.0
福島,2,4,タイセイルヴァン,新開幸一,115.0,97.0,95.0,89.0,94.0,96.0,,,97.667,12.0
福島,2,5,スナークサンダー,宮地貴稔,21.0,168.0,119.0,45.0,122.0,155.0,135.0,,109.286,1.0
福島,2,6,ゴールドプレミアム,大橋勇樹,93.0,107.0,101.0,114.0,94.0,105.0,,,102.333,8.0
福島,2,7,アイファーモービル,井上智史,,,,,,,,,,
福島,2,8,プレミアムハニー,鈴木伸尋,112.0,103.0,91.0,103.0,96.0,99.0,,,100.667,9.0
福島,2,9,モズアカトンボ,牧田和弥,63.0,94.0,99.0,92.0,93.0,87.0,,,88.0,15.0
福島,2,10,ミッキーショット,矢作芳人,111.0,101.0,105.0,100.0,107.0,102.0,92.0,,102.571,7.0
福島,2,11,ニシノプライム,牧光二　,105.0,110.0,104.0,106.0,103.0,104.0,,,105.333,2.0
福島,2,12,アスコットアイ,緒方努　,151.0,89.0,91.0,99.0,94.0,92.0,,,102.667,6.0
福島,2,13,アスクサヴァイバル,田島俊明,117.0,94.0,104.0,105.0,99.0,99.0,84.0,,100.286,10.0
福島,2,14,シンフォニーシーズ,清水英克,112.0,109.0,90.0,107.0,100.0,111.0,,,104.833,3.0
福島,2,15,スノーサイレンス,小栗実　,21.0,123.0,101.0,103.0,102.0,109.0,,,93.167,14.0
福島,2,16,テイエムファラオ,伊藤圭三,81.0,95.0,103.0,103.0,101.0,101.0,,,97.333,13.0
福島,3,1,マカナ,伊藤大士,91.0,94.0,94.0,94.0,91.0,95.0,,,93.167,11.0
福島,3,2,ブリリアントカーラ,杉山佳明,108.0,112.0,100.0,104.0,109.0,106.0,,,106.5,3.0
福島,3,3,スタンピー,深山雅史,102.0,105.0,109.0,100.0,102.0,113.0,,,105.167,4.0
福島,3,4,バストス,吉田直弘,102.0,93.0,92.0,101.0,97.0,101.0,105.0,,98.714,8.0
福島,3,5,クルールローザンヌ,橋口慎介,91.0,102.0,94.0,98.0,100.0,97.0,,,97.0,10.0
福島,3,6,ティティナ,和田正一,118.0,110.0,116.0,115.0,118.0,113.0,91.0,,111.571,1.0
福島,3,7,フィエールガール,土田稔　,83.0,70.0,90.0,69.0,82.0,86.0,,,80.0,15.0
福島,3,8,フィナルフェリス,武市康男,86.0,82.0,100.0,88.0,96.0,88.0,,,90.0,13.0
福島,3,9,ココロエ,本間忍　,77.0,92.0,95.0,87.0,82.0,79.0,,,85.333,14.0
福島,3,10,ノーランサンライズ,佐藤悠太,,,,,,,,,,
福島,3,11,フジサンエンヤス,松山将樹,111.0,100.0,93.0,86.0,104.0,84.0,113.0,,98.714,8.0
福島,3,12,ジュラ,小手川準,104.0,98.0,78.0,90.0,93.0,94.0,,,92.833,12.0
福島,3,13,メテオレーナ,中村直也,97.0,109.0,97.0,99.0,113.0,97.0,,,102.0,7.0
福島,3,14,レジーナシルバルム,武井亮　,116.0,109.0,99.0,105.0,104.0,106.0,91.0,,104.286,6.0
福島,3,15,ストレートブラック,奥平雅士,114.0,97.0,110.0,95.0,102.0,112.0,,,105.0,5.0
福島,3,16,オールニッポン,上原佑紀,128.0,95.0,111.0,102.0,105.0,118.0,,,109.833,2.0
福島,4,1,ポッドロルフ,小野次郎,81.0,96.0,111.0,113.0,100.0,110.0,,,101.833,4.0
福島,4,2,シプレーノート,堀内岳志,89.0,97.0,113.0,85.0,108.0,90.0,,,97.0,7.0
福島,4,3,メイショウナナカゼ,和田勇介,104.0,105.0,99.0,108.0,91.0,95.0,93.0,,99.286,5.0
福島,4,4,クリアクォーツ,的場均　,81.0,85.0,75.0,83.0,68.0,98.0,29.0,,74.143,12.0
福島,4,5,サンライズロンドン,浜田多実,67.0,108.0,92.0,106.0,104.0,99.0,,,96.0,8.0
福島,4,6,ロンドンキッド,菊川正達,96.0,101.0,93.0,96.0,90.0,95.0,,,95.167,9.0
福島,4,7,ロールザボーンズ,牧浦充徳,123.0,102.0,110.0,105.0,107.0,110.0,104.0,,108.714,1.0
福島,4,8,ラピルスイメル,小崎憲　,73.0,100.0,86.0,100.0,86.0,85.0,105.0,,90.714,10.0
福島,4,9,ピースフルゴールド,斎藤誠　,95.0,109.0,97.0,103.0,109.0,101.0,,,102.333,3.0
福島,4,10,パッションビラーゴ,武藤善則,113.0,100.0,104.0,103.0,96.0,102.0,,,103.0,2.0
福島,4,11,アンビシャスヨシノ,吉田直弘,102.0,93.0,92.0,101.0,105.0,101.0,,,99.0,6.0
福島,4,12,カウンターセブン,村田一誠,105.0,75.0,82.0,81.0,76.0,79.0,93.0,,84.429,11.0
福島,5,1,シンヒダカゴールド,角田晃一,121.0,104.0,110.0,109.0,107.0,100.0,,,108.5,3.0
福島,5,2,コンセントレイト,渡辺薫彦,145.0,94.0,107.0,98.0,105.0,103.0,100.0,,107.429,5.0
福島,5,3,リケアキャンディ,蛯名利弘,77.0,86.0,72.0,103.0,85.0,90.0,,,85.5,14.0
福島,5,4,ジャヴェール,松山将樹,111.0,100.0,93.0,86.0,104.0,84.0,,,96.333,9.0
福島,5,5,アクデニズ,小笠倫弘,111.0,92.0,95.0,90.0,89.0,99.0,,,96.0,11.0
福島,5,6,ウェーヴレット,菊沢隆徳,113.0,104.0,107.0,104.0,97.0,95.0,101.0,,103.0,6.0
福島,5,7,ブルーメサイア,国枝栄　,78.0,86.0,95.0,86.0,95.0,95.0,,,89.167,13.0
福島,5,8,ファンタズマ,上原佑紀,128.0,95.0,111.0,102.0,105.0,118.0,,,109.833,2.0
福島,5,9,アクロスザリバー,浅利英明,,,,,,,,,,
福島,5,10,ドルチェルナ,辻哲英　,103.0,109.0,123.0,105.0,112.0,107.0,110.0,,109.857,1.0
