場所,R,馬番,馬名,種牡馬名,種牡馬妙味度_1,種牡馬妙味度_2,種牡馬妙味度_3,種牡馬妙味度_4,種牡馬妙味度_5,種牡馬妙味度_6,種牡馬妙味度_7,種牡馬妙味度_8,種牡馬妙味度,種牡馬妙味度順位
東京,1,1,ビッグチャン,ビッグアーサー,93.0,88.0,87.0,98.0,96.0,91.0,93.0,,92.286,10.0
東京,1,2,ロードストラダーレ,ロードカナロア,101.0,98.0,100.0,88.0,102.0,102.0,112.0,,100.429,4.0
東京,1,3,ヘイスティハート,フォーウィールドライブ,87.0,117.0,116.0,122.0,133.0,141.0,125.0,,120.143,1.0
東京,1,4,マジェステラ,ディーマジェスティ,91.0,102.0,106.0,88.0,103.0,94.0,113.0,,99.571,7.0
東京,1,5,ケイベエ,エピファネイア,99.0,96.0,88.0,108.0,92.0,99.0,95.0,,96.714,8.0
東京,1,6,ドナソール,マテラスカイ,,,,,,,,,,
東京,1,7,シンデレラカラー,ビーチパトロール,91.0,98.0,97.0,73.0,92.0,106.0,101.0,,94.0,9.0
東京,1,8,マコトアタキギリ,サンダースノー,77.0,112.0,116.0,97.0,114.0,96.0,159.0,,110.143,2.0
東京,1,9,ユイノカタリベ,タワーオブロンドン,120.0,107.0,81.0,103.0,102.0,105.0,82.0,,100.0,6.0
東京,1,10,マジンタクシー,マテラスカイ,,,,,,,,,,
東京,1,11,トーアシチフクジン,ニューイヤーズデイ,92.0,98.0,100.0,103.0,101.0,107.0,100.0,,100.143,5.0
東京,1,12,マインセーラ,アポロケンタッキー,,,,,,,,,,
東京,1,13,キタノマテンロウ,ダノンスマッシュ,,,,,,,,,,
東京,1,14,コブラツイスト,ハッピースプリント,,,,,,,,,,
東京,1,15,エンチャンテッド,ミスターメロディ,80.0,96.0,56.0,95.0,98.0,97.0,114.0,,90.857,11.0
東京,1,16,シュタルク,タワーオブロンドン,120.0,107.0,81.0,103.0,102.0,105.0,115.0,,104.714,3.0
東京,2,1,インテンスゲイズ,ゴールドシップ,86.0,102.0,101.0,95.0,102.0,94.0,,,96.667,9.0
東京,2,2,ニシノヒンメル,セイウンコウセイ,,,,,,,,,,
東京,2,3,ジャストビコーズ,インディチャンプ,,,,,,,,,,
東京,2,4,モンペリエ,トーセンレーヴ,,,,,,,,,,
東京,2,5,キャリアビジョン,シスキン,99.0,95.0,135.0,135.0,107.0,102.0,70.0,,106.143,3.0
東京,2,6,ベルサンローラン,キタサンブラック,107.0,106.0,99.0,105.0,101.0,98.0,109.0,,103.571,4.0
東京,2,7,ボーントゥラブユー,コントレイル,,,,,,,,,,
東京,2,8,ルンベーラ,ミッキーグローリー,188.0,80.0,80.0,105.0,77.0,132.0,,,110.333,2.0
東京,2,9,アースヴィンチ,アルアイン,51.0,82.0,88.0,92.0,84.0,78.0,66.0,,77.286,13.0
東京,2,10,ユーゲットミー,ダノンバラード,119.0,100.0,107.0,120.0,104.0,115.0,110.0,,110.714,1.0
東京,2,11,リスレジャンデール,エピファネイア,99.0,96.0,97.0,108.0,97.0,99.0,,,99.333,7.0
東京,2,12,エコロセレナ,コントレイル,,,,,,,,,,
東京,2,13,ラスターヴァース,サトノダイヤモンド,96.0,108.0,97.0,102.0,99.0,98.0,113.0,,101.857,5.0
東京,2,14,アマビエ,ビーチパトロール,91.0,98.0,99.0,73.0,105.0,106.0,,,95.333,10.0
東京,2,15,タイセイルビー,サトノダイヤモンド,96.0,108.0,97.0,102.0,99.0,98.0,,,100.0,6.0
東京,2,16,チェンドル,アルアイン,51.0,82.0,88.0,92.0,84.0,78.0,,,79.167,12.0
東京,2,17,ブライトエアリー,ウインブライト,86.0,107.0,97.0,100.0,99.0,102.0,,,98.5,8.0
東京,2,18,シルバーゴールド,シルバーステート,81.0,92.0,104.0,96.0,97.0,95.0,,,94.167,11.0
東京,3,1,シンエンドーツダ,イスラボニータ,115.0,103.0,113.0,109.0,107.0,107.0,115.0,,109.857,1.0
東京,3,2,ピエドゥラパン,エピファネイア,99.0,96.0,97.0,108.0,92.0,99.0,,,98.5,8.0
東京,3,3,フジテンクウ,マインドユアビスケッツ,122.0,99.0,110.0,103.0,102.0,104.0,,,106.667,4.0
東京,3,4,ロジクリスエス,ロジユニヴァース,,,,,,,,,,
東京,3,5,モンサンドール,イスラボニータ,115.0,103.0,113.0,109.0,107.0,107.0,115.0,,109.857,1.0
東京,3,6,ピルスナー,ベンバトル,,,,,,,,,,
東京,3,7,マッキュラシオン,イスラボニータ,115.0,103.0,113.0,109.0,107.0,107.0,103.0,,108.143,3.0
東京,3,8,バルボアパーク,サートゥルナーリア,113.0,101.0,94.0,97.0,105.0,98.0,,,101.333,6.0
東京,3,9,ルクリーシア,ロードカナロア,101.0,98.0,98.0,88.0,102.0,102.0,,,98.167,9.0
東京,3,10,ワイズファミリア,ブリックスアンドモルタル,108.0,98.0,104.0,99.0,100.0,108.0,,,102.833,5.0
東京,3,11,スミッコディスコ,ダノンプレミアム,,,,,,,,,,
東京,3,12,ダイユウヴェンティ,サートゥルナーリア,113.0,101.0,94.0,97.0,105.0,98.0,,,101.333,6.0
東京,3,13,サザンテイオー,シルバーステート,81.0,92.0,104.0,96.0,97.0,95.0,,,94.167,12.0
東京,3,14,ピーエムキンチャン,タリスマニック,75.0,107.0,97.0,89.0,104.0,105.0,101.0,,96.857,10.0
東京,3,15,シャルムグリーン,スワーヴリチャード,95.0,101.0,97.0,98.0,87.0,98.0,98.0,,96.286,11.0
東京,3,16,タイキプレジール,ダノンプレミアム,,,,,,,,,,
東京,3,17,スターアライズ,ベンバトル,,,,,,,,,,
東京,3,18,レッツゴーファイト,ノーブルミッション,,,,,,,,,,
東京,4,1,ヨルヴィック,ナダル,94.0,97.0,112.0,97.0,89.0,92.0,,,96.833,11.0
東京,4,2,フルミネブル,Bolt d'Oro,,,,,,,,,,
東京,4,3,サノノサンダー,カリフォルニアクローム,119.0,79.0,105.0,95.0,107.0,95.0,,,100.0,4.0
東京,4,4,ランツェンライター,ベストウォーリア,96.0,99.0,99.0,92.0,101.0,98.0,,,97.5,9.0
東京,4,5,ビービーアジャイル,サンダースノー,77.0,99.0,116.0,97.0,114.0,96.0,,,99.833,5.0
東京,4,6,メディチパワー,フィレンツェファイア,,,,,,,,,,
東京,4,7,クラシオン,モーニン,69.0,92.0,88.0,98.0,85.0,71.0,,,83.833,12.0
東京,4,8,クリュメノス,マジェスティックウォリアー,97.0,104.0,103.0,91.0,100.0,100.0,,,99.167,6.0
東京,4,9,ディープスリー,Maclean's Music,144.0,138.0,134.0,159.0,,,,,143.75,1.0
東京,4,10,サンタピア,ルヴァンスレーヴ,114.0,160.0,106.0,114.0,115.0,82.0,,,115.167,2.0
東京,4,11,ベルウッドピース,マジェスティックウォリアー,97.0,104.0,103.0,91.0,100.0,100.0,,,99.167,6.0
東京,4,12,ケイジ,マジェスティックウォリアー,97.0,104.0,103.0,91.0,100.0,100.0,,,99.167,6.0
東京,4,13,ミッキーサウザンド,ミッキーアイル,101.0,82.0,97.0,103.0,102.0,100.0,,,97.5,9.0
東京,4,14,ガムチョン,エイシンフラッシュ,71.0,77.0,87.0,75.0,79.0,82.0,,,78.5,13.0
東京,4,15,フローズンブーケ,Frosted,65.0,93.0,104.0,99.0,126.0,129.0,,,102.667,3.0
東京,5,1,ミクニフラッシュ,ダイワメジャー,92.0,98.0,98.0,96.0,95.0,95.0,,,95.667,7.0
東京,5,2,レディトゥランブル,ダノンプレミアム,,,,,,,,,,
東京,5,3,ラヴィニアパーク,ハービンジャー,92.0,110.0,101.0,102.0,98.0,89.0,,,98.667,6.0
東京,5,4,ウェルム,スワーヴリチャード,95.0,80.0,97.0,98.0,105.0,98.0,,,95.5,8.0
